 Tetrahedral Order Parameter is 0.0990 
 Tetrahedral Order Parameter is 0.0980 
 Tetrahedral Order Parameter is 0.1015 
 Tetrahedral Order Parameter is 0.1015 
 Tetrahedral Order Parameter is 0.0989 
 Tetrahedral Order Parameter is 0.1011 
 Tetrahedral Order Parameter is 0.0997 
 Tetrahedral Order Parameter is 0.1032 
 Tetrahedral Order Parameter is 0.1057 
 Tetrahedral Order Parameter is 0.1056 
 Tetrahedral Order Parameter is 0.1063 
 Tetrahedral Order Parameter is 0.1032 
 Tetrahedral Order Parameter is 0.1063 
 Tetrahedral Order Parameter is 0.1050 
 Tetrahedral Order Parameter is 0.1071 
 Tetrahedral Order Parameter is 0.1012 
 Tetrahedral Order Parameter is 0.1044 
 Tetrahedral Order Parameter is 0.1071 
 Tetrahedral Order Parameter is 0.1044 
 Tetrahedral Order Parameter is 0.1033 
 Tetrahedral Order Parameter is 0.1023 
 Tetrahedral Order Parameter is 0.1057 
 Tetrahedral Order Parameter is 0.0988 
 Tetrahedral Order Parameter is 0.1027 
 Tetrahedral Order Parameter is 0.1030 
 Tetrahedral Order Parameter is 0.1047 
 Tetrahedral Order Parameter is 0.1060 
 Tetrahedral Order Parameter is 0.1064 
 Tetrahedral Order Parameter is 0.1041 
 Tetrahedral Order Parameter is 0.1067 
 Tetrahedral Order Parameter is 0.1079 
 Tetrahedral Order Parameter is 0.1127 
 Tetrahedral Order Parameter is 0.1125 
 Tetrahedral Order Parameter is 0.1138 
 Tetrahedral Order Parameter is 0.1091 
 Tetrahedral Order Parameter is 0.1120 
 Tetrahedral Order Parameter is 0.1089 
 Tetrahedral Order Parameter is 0.1088 
 Tetrahedral Order Parameter is 0.1030 
 Tetrahedral Order Parameter is 0.1085 
 Tetrahedral Order Parameter is 0.1008 
 Tetrahedral Order Parameter is 0.1055 
 Tetrahedral Order Parameter is 0.1101 
 Tetrahedral Order Parameter is 0.1079 
 Tetrahedral Order Parameter is 0.1101 
 Tetrahedral Order Parameter is 0.1088 
 Tetrahedral Order Parameter is 0.1064 
 Tetrahedral Order Parameter is 0.1080 
 Tetrahedral Order Parameter is 0.1095 
 Tetrahedral Order Parameter is 0.1058 
 Tetrahedral Order Parameter is 0.1026 
 Tetrahedral Order Parameter is 0.1052 
 Tetrahedral Order Parameter is 0.1017 
 Tetrahedral Order Parameter is 0.1048 
 Tetrahedral Order Parameter is 0.1066 
 Tetrahedral Order Parameter is 0.1092 
 Tetrahedral Order Parameter is 0.1033 
 Tetrahedral Order Parameter is 0.1039 
 Tetrahedral Order Parameter is 0.1051 
 Tetrahedral Order Parameter is 0.1041 
 Tetrahedral Order Parameter is 0.1037 
 Tetrahedral Order Parameter is 0.1081 
 Tetrahedral Order Parameter is 0.1069 
 Tetrahedral Order Parameter is 0.1144 
 Tetrahedral Order Parameter is 0.1126 
 Tetrahedral Order Parameter is 0.1144 
 Tetrahedral Order Parameter is 0.1146 
 Tetrahedral Order Parameter is 0.1148 
 Tetrahedral Order Parameter is 0.1177 
 Tetrahedral Order Parameter is 0.1146 
 Tetrahedral Order Parameter is 0.1152 
 Tetrahedral Order Parameter is 0.1084 
 Tetrahedral Order Parameter is 0.1107 
 Tetrahedral Order Parameter is 0.1116 
 Tetrahedral Order Parameter is 0.1164 
 Tetrahedral Order Parameter is 0.1160 
 Tetrahedral Order Parameter is 0.1163 
 Tetrahedral Order Parameter is 0.1142 
 Tetrahedral Order Parameter is 0.1194 
 Tetrahedral Order Parameter is 0.1143 
 Tetrahedral Order Parameter is 0.1195 
 Tetrahedral Order Parameter is 0.1139 
 Tetrahedral Order Parameter is 0.1129 
 Tetrahedral Order Parameter is 0.1182 
 Tetrahedral Order Parameter is 0.1186 
 Tetrahedral Order Parameter is 0.1204 
 Tetrahedral Order Parameter is 0.1161 
 Tetrahedral Order Parameter is 0.1202 
 Tetrahedral Order Parameter is 0.1188 
 Tetrahedral Order Parameter is 0.1243 
 Tetrahedral Order Parameter is 0.1223 
 Tetrahedral Order Parameter is 0.1247 
 Tetrahedral Order Parameter is 0.1167 
 Tetrahedral Order Parameter is 0.1211 
 Tetrahedral Order Parameter is 0.1207 
 Tetrahedral Order Parameter is 0.1169 
 Tetrahedral Order Parameter is 0.1159 
 Tetrahedral Order Parameter is 0.1221 
 Tetrahedral Order Parameter is 0.1232 
 Tetrahedral Order Parameter is 0.1254 
 Tetrahedral Order Parameter is 0.1192 
 Tetrahedral Order Parameter is 0.1281 
 Tetrahedral Order Parameter is 0.1237 
 Tetrahedral Order Parameter is 0.1259 
 Tetrahedral Order Parameter is 0.1207 
 Tetrahedral Order Parameter is 0.1227 
 Tetrahedral Order Parameter is 0.1251 
 Tetrahedral Order Parameter is 0.1318 
 Tetrahedral Order Parameter is 0.1307 
 Tetrahedral Order Parameter is 0.1351 
 Tetrahedral Order Parameter is 0.1374 
 Tetrahedral Order Parameter is 0.1309 
 Tetrahedral Order Parameter is 0.1266 
 Tetrahedral Order Parameter is 0.1305 
 Tetrahedral Order Parameter is 0.1295 
 Tetrahedral Order Parameter is 0.1242 
 Tetrahedral Order Parameter is 0.1285 
 Tetrahedral Order Parameter is 0.1308 
 Tetrahedral Order Parameter is 0.1324 
 Tetrahedral Order Parameter is 0.1360 
 Tetrahedral Order Parameter is 0.1351 
 Tetrahedral Order Parameter is 0.1373 
 Tetrahedral Order Parameter is 0.1349 
 Tetrahedral Order Parameter is 0.1369 
 Tetrahedral Order Parameter is 0.1395 
 Tetrahedral Order Parameter is 0.1363 
 Tetrahedral Order Parameter is 0.1435 
 Tetrahedral Order Parameter is 0.1351 
 Tetrahedral Order Parameter is 0.1425 
 Tetrahedral Order Parameter is 0.1493 
 Tetrahedral Order Parameter is 0.1473 
 Tetrahedral Order Parameter is 0.1465 
 Tetrahedral Order Parameter is 0.1476 
 Tetrahedral Order Parameter is 0.1493 
 Tetrahedral Order Parameter is 0.1478 
 Tetrahedral Order Parameter is 0.1462 
 Tetrahedral Order Parameter is 0.1482 
 Tetrahedral Order Parameter is 0.1501 
 Tetrahedral Order Parameter is 0.1440 
 Tetrahedral Order Parameter is 0.1482 
 Tetrahedral Order Parameter is 0.1475 
 Tetrahedral Order Parameter is 0.1474 
 Tetrahedral Order Parameter is 0.1502 
 Tetrahedral Order Parameter is 0.1477 
 Tetrahedral Order Parameter is 0.1485 
 Tetrahedral Order Parameter is 0.1515 
 Tetrahedral Order Parameter is 0.1507 
 Tetrahedral Order Parameter is 0.1462 
 Tetrahedral Order Parameter is 0.1487 
 Tetrahedral Order Parameter is 0.1499 
 Tetrahedral Order Parameter is 0.1548 
 Tetrahedral Order Parameter is 0.1548 
 Tetrahedral Order Parameter is 0.1519 
 Tetrahedral Order Parameter is 0.1497 
 Tetrahedral Order Parameter is 0.1453 
 Tetrahedral Order Parameter is 0.1436 
 Tetrahedral Order Parameter is 0.1482 
 Tetrahedral Order Parameter is 0.1470 
 Tetrahedral Order Parameter is 0.1486 
 Tetrahedral Order Parameter is 0.1475 
 Tetrahedral Order Parameter is 0.1466 
 Tetrahedral Order Parameter is 0.1507 
 Tetrahedral Order Parameter is 0.1475 
 Tetrahedral Order Parameter is 0.1474 
 Tetrahedral Order Parameter is 0.1485 
 Tetrahedral Order Parameter is 0.1548 
 Tetrahedral Order Parameter is 0.1535 
 Tetrahedral Order Parameter is 0.1503 
 Tetrahedral Order Parameter is 0.1515 
 Tetrahedral Order Parameter is 0.1515 
 Tetrahedral Order Parameter is 0.1554 
 Tetrahedral Order Parameter is 0.1545 
 Tetrahedral Order Parameter is 0.1543 
 Tetrahedral Order Parameter is 0.1519 
 Tetrahedral Order Parameter is 0.1529 
 Tetrahedral Order Parameter is 0.1517 
 Tetrahedral Order Parameter is 0.1478 
 Tetrahedral Order Parameter is 0.1442 
 Tetrahedral Order Parameter is 0.1506 
 Tetrahedral Order Parameter is 0.1465 
 Tetrahedral Order Parameter is 0.1521 
 Tetrahedral Order Parameter is 0.1525 
 Tetrahedral Order Parameter is 0.1528 
 Tetrahedral Order Parameter is 0.1561 
 Tetrahedral Order Parameter is 0.1553 
 Tetrahedral Order Parameter is 0.1527 
 Tetrahedral Order Parameter is 0.1497 
 Tetrahedral Order Parameter is 0.1525 
 Tetrahedral Order Parameter is 0.1462 
 Tetrahedral Order Parameter is 0.1517 
 Tetrahedral Order Parameter is 0.1484 
 Tetrahedral Order Parameter is 0.1528 
 Tetrahedral Order Parameter is 0.1495 
 Tetrahedral Order Parameter is 0.1539 
 Tetrahedral Order Parameter is 0.1544 
 Tetrahedral Order Parameter is 0.1603 
 Tetrahedral Order Parameter is 0.1497 
 Tetrahedral Order Parameter is 0.1563 
 Tetrahedral Order Parameter is 0.1523 
 Tetrahedral Order Parameter is 0.1534 
 Tetrahedral Order Parameter is 0.1544 
 Tetrahedral Order Parameter is 0.1481 
 Tetrahedral Order Parameter is 0.1551 
 Tetrahedral Order Parameter is 0.1504 
 Tetrahedral Order Parameter is 0.1534 
 Tetrahedral Order Parameter is 0.1565 
 Tetrahedral Order Parameter is 0.1602 
 Tetrahedral Order Parameter is 0.1543 
 Tetrahedral Order Parameter is 0.1565 
 Tetrahedral Order Parameter is 0.1581 
 Tetrahedral Order Parameter is 0.1556 
 Tetrahedral Order Parameter is 0.1509 
 
