0,11.21500015258789,-5.9029998779296875,9.918000221252441
3,-11.048999786376953,-6.689000129699707,7.765999794006348
6,-8.298999786376953,-5.701000213623047,7.6479997634887695
9,-6.986000061035156,-6.986999988555908,9.855999946594238
12,-8.348999977111816,-5.645999908447266,11.895000457763672
15,-10.96399974822998,-6.6519999504089355,12.147000312805176
18,11.352999687194824,11.85200023651123,9.392999649047852
21,-10.75,-9.336000442504883,7.429999828338623
24,-8.194000244140625,11.694000244140625,7.367000102996826
27,-7.072000026702881,12.666999816894531,9.744000434875488
30,-8.416999816894531,11.843000411987305,12.133000373840332
33,12.555999755859375,-9.541000366210938,11.951000213623047
36,-4.586999893188477,-5.751999855041504,9.73900032043457
39,-3.134000062942505,-6.572000026702881,7.699999809265137
42,-0.3779999911785126,-5.616000175476074,7.666999816894531
45,0.5080000162124634,-6.666999816894531,9.991000175476074
48,-0.5799999833106995,-5.432000160217285,12.298999786376953
51,-3.0929999351501465,-6.540999889373779,12.09000015258789
54,-4.420000076293945,11.928999900817871,9.807999610900879
57,-3.1689999103546143,-9.345999717712402,7.616000175476074
60,-0.6269999742507935,12.118000030517578,7.519000053405762
63,0.9430000185966492,-9.383000373840332,9.829000473022461
66,-0.3310000002384186,12.107000350952148,12.156000137329102
69,-3.0169999599456787,-9.394000053405762,12.208999633789063
72,3.2239999771118164,-5.895999908447266,9.77400016784668
75,4.755000114440918,-6.947000026702881,7.72599983215332
78,7.336999893188477,-5.797999858856201,7.794000148773193
81,8.75,-7.13100004196167,10.03499984741211
84,7.38100004196167,-5.708000183105469,12.17199993133545
87,4.714000225067139,-6.86899995803833,12.168999671936035
90,3.821000099182129,12.156000137329102,9.991999626159668
93,4.991000175476074,12.756999969482422,7.663000106811523
96,7.525000095367432,11.824999809265137,7.560999870300293
99,8.746999740600586,12.560999870300293,9.881999969482422
102,7.6519999504089355,11.670000076293945,12.258999824523926
105,5.223999977111816,-9.553999900817871,12.336999893188477
108,11.480999946594238,-5.664000034332275,0.8970000147819519
111,-11.300000190734863,-6.788000106811523,3.197000026702881
114,11.218000411987305,-5.703999996185303,5.4039998054504395
117,11.515000343322754,11.958000183105469,0.8029999732971191
120,12.336000442504883,12.767999649047852,3.1619999408721924
123,11.407999992370605,11.531999588012695,5.386000156402588
126,-8.67199993133545,-5.999000072479248,3.1679999828338623
129,-6.9029998779296875,-6.738999843597412,1.2389999628067017
132,-4.27400016784668,-5.965000152587891,0.8029999732971191
135,-3.174999952316284,-6.877999782562256,3.246000051498413
138,-4.452000141143799,-5.709000110626221,5.435999870300293
141,-7.091000080108643,-6.7789998054504395,5.426000118255615
144,-8.45199966430664,11.829999923706055,3.0799999237060547
147,-7.309999942779541,12.755000114440918,0.8529999852180481
150,-4.359000205993652,11.84000015258789,0.8450000286102295
153,-3.0409998893737793,-9.61400032043457,3.0230000019073486
156,-4.379000186920166,11.9399995803833,5.300000190734863
159,-6.949999809265137,-9.515000343322754,5.214000225067139
162,-0.4959999918937683,-5.9039998054504395,3.125999927520752
165,0.9589999914169312,-6.701000213623047,0.8579999804496765
168,3.8010001182556152,-5.85099983215332,1.0149999856948853
171,5.13100004196167,-7.025000095367432,3.3420000076293945
174,3.5299999713897705,-5.934000015258789,5.290999889373779
